State,Year,Total_Crimes,Normalized_Crime_Factor,hour,battery_percent,is_alone,mode_of_travel,risk_score
CHHATTISGARH,2001,3964,0.38,20,47,1,walking,4.5
CHHATTISGARH,2001,3964,0.38,1,21,1,cab,4.0
CHHATTISGARH,2001,3964,0.38,11,15,1,metro,3.3
CHHATTISGARH,2001,3964,0.38,11,51,1,cab,3.1
CHHATTISGARH,2001,3964,0.38,15,14,0,cab,3.0
CHHATTISGARH,2001,3964,0.38,0,44,0,metro,2.8
CHHATTISGARH,2001,3964,0.38,16,99,0,walking,2.9
CHHATTISGARH,2001,3964,0.38,23,12,1,walking,6.0
CHHATTISGARH,2001,3964,0.38,14,41,1,cab,2.8
CHHATTISGARH,2001,3964,0.38,16,29,1,walking,3.8
CHHATTISGARH,2001,3964,0.38,11,80,0,cab,1.7
CHHATTISGARH,2001,3964,0.38,20,44,1,metro,2.9
CHHATTISGARH,2001,3964,0.38,20,60,0,walking,3.5
CHHATTISGARH,2001,3964,0.38,19,40,1,metro,3.0
CHHATTISGARH,2001,3964,0.38,16,25,0,walking,2.8
CHHATTISGARH,2001,3964,0.38,5,83,0,walking,2.7
CHHATTISGARH,2001,3964,0.38,17,35,0,cab,1.9
CHHATTISGARH,2001,3964,0.38,12,35,0,cab,2.1
CHHATTISGARH,2001,3964,0.38,21,65,0,cab,2.9
CHHATTISGARH,2001,3964,0.38,23,91,1,metro,3.5
CHHATTISGARH,2001,3964,0.38,22,54,1,walking,4.9
CHHATTISGARH,2001,3964,0.38,12,5,0,walking,4.0
CHHATTISGARH,2001,3964,0.38,16,84,1,cab,2.7
CHHATTISGARH,2001,3964,0.38,17,24,1,cab,2.8
CHHATTISGARH,2001,3964,0.38,14,93,0,cab,1.9
CHHATTISGARH,2001,3964,0.38,20,21,0,metro,1.9
CHHATTISGARH,2001,3964,0.38,21,18,1,cab,4.9
CHHATTISGARH,2001,3964,0.38,16,74,1,walking,4.0
CHHATTISGARH,2001,3964,0.38,19,68,0,walking,3.2
CHHATTISGARH,2001,3964,0.38,16,12,1,cab,3.8
CHHATTISGARH,2001,3964,0.38,15,50,1,walking,3.8
CHHATTISGARH,2001,3964,0.38,10,93,1,cab,2.7
CHHATTISGARH,2001,3964,0.38,2,68,0,cab,3.3
CHHATTISGARH,2001,3964,0.38,17,86,0,cab,1.7
CHHATTISGARH,2001,3964,0.38,7,86,1,metro,2.3
CHHATTISGARH,2001,3964,0.38,12,97,0,cab,2.0
CHHATTISGARH,2001,3964,0.38,15,65,1,walking,3.8
CHHATTISGARH,2001,3964,0.38,21,69,1,cab,3.8
CHHATTISGARH,2001,3964,0.38,0,97,0,walking,4.4
CHHATTISGARH,2001,3964,0.38,20,87,0,walking,3.3
CHHATTISGARH,2001,3964,0.38,22,83,0,metro,2.4
CHHATTISGARH,2001,3964,0.38,5,63,1,walking,3.8
CHHATTISGARH,2001,3964,0.38,10,9,0,cab,2.9
CHHATTISGARH,2001,3964,0.38,20,49,0,walking,3.3
CHHATTISGARH,2001,3964,0.38,13,61,0,cab,1.8
CHHATTISGARH,2001,3964,0.38,14,26,0,cab,2.0
CHHATTISGARH,2001,3964,0.38,18,24,0,cab,2.4
CHHATTISGARH,2001,3964,0.38,15,27,1,metro,2.5
CHHATTISGARH,2001,3964,0.38,6,96,1,cab,2.6
CHHATTISGARH,2001,3964,0.38,23,35,0,walking,4.0
CHHATTISGARH,2001,3964,0.38,11,63,1,cab,3.0
CHHATTISGARH,2001,3964,0.38,3,70,0,metro,2.6
CHHATTISGARH,2001,3964,0.38,6,15,1,metro,3.2
CHHATTISGARH,2001,3964,0.38,22,78,1,walking,4.8
CHHATTISGARH,2001,3964,0.38,19,74,0,metro,1.7
CHHATTISGARH,2001,3964,0.38,2,42,0,walking,4.2
CHHATTISGARH,2001,3964,0.38,18,81,1,metro,2.8
CHHATTISGARH,2001,3964,0.38,17,24,0,walking,3.0
CHHATTISGARH,2001,3964,0.38,3,59,0,cab,3.3
CHHATTISGARH,2001,3964,0.38,13,94,0,walking,3.0
CHHATTISGARH,2001,3964,0.38,15,57,1,cab,2.9
CHHATTISGARH,2001,3964,0.38,17,59,1,metro,2.5
CHHATTISGARH,2001,3964,0.38,21,61,1,cab,3.7
CHHATTISGARH,2001,3964,0.38,20,12,0,cab,3.5
CHHATTISGARH,2001,3964,0.38,13,15,1,cab,3.8
CHHATTISGARH,2001,3964,0.38,14,6,1,metro,3.4
CHHATTISGARH,2001,3964,0.38,2,35,0,cab,3.4
CHHATTISGARH,2001,3964,0.38,18,55,1,cab,3.6
CHHATTISGARH,2001,3964,0.38,22,14,0,walking,4.7
CHHATTISGARH,2001,3964,0.38,20,10,0,metro,2.9
GOA,2001,55,0.01,21,78,1,metro,3.1
GOA,2001,55,0.01,17,75,0,metro,1.0
GOA,2001,55,0.01,14,33,1,walking,3.4
GOA,2001,55,0.01,14,20,1,cab,2.6
GOA,2001,55,0.01,21,69,0,metro,1.9
GOA,2001,55,0.01,0,33,1,metro,3.3
GOA,2001,55,0.01,16,20,1,walking,3.6
GOA,2001,55,0.01,11,91,0,cab,1.3
GOA,2001,55,0.01,0,69,1,metro,3.5
GOA,2001,55,0.01,20,8,1,cab,3.9
GOA,2001,55,0.01,9,63,0,cab,1.6
GOA,2001,55,0.01,17,63,0,cab,1.7
GOA,2001,55,0.01,22,23,0,walking,3.5
GOA,2001,55,0.01,9,27,0,cab,1.6
GOA,2001,55,0.01,19,64,1,metro,2.6
GOA,2001,55,0.01,0,78,0,walking,3.9
GOA,2001,55,0.01,19,25,0,metro,1.7
GOA,2001,55,0.01,22,13,0,walking,4.6
GOA,2001,55,0.01,18,68,0,cab,2.2
GOA,2001,55,0.01,21,40,0,walking,3.7
GOA,2001,55,0.01,23,81,0,cab,2.7
GOA,2001,55,0.01,14,91,1,cab,2.7
GOA,2001,55,0.01,9,89,0,metro,1.0
GOA,2001,55,0.01,13,21,0,walking,2.6
GOA,2001,55,0.01,0,39,0,metro,2.4
GOA,2001,55,0.01,12,42,0,metro,1.0
GOA,2001,55,0.01,12,15,1,metro,2.9
GOA,2001,55,0.01,3,65,1,walking,4.7
GOA,2001,55,0.01,20,98,1,walking,4.2
GOA,2001,55,0.01,21,27,1,cab,3.4
GOA,2001,55,0.01,2,60,0,metro,2.1
GOA,2001,55,0.01,20,23,1,cab,3.0
GOA,2001,55,0.01,10,21,0,walking,2.6
GOA,2001,55,0.01,0,26,1,walking,4.8
GOA,2001,55,0.01,19,46,0,cab,1.9
GOA,2001,55,0.01,22,91,1,walking,4.5
GOA,2001,55,0.01,15,39,1,metro,2.0
GOA,2001,55,0.01,23,23,0,cab,2.4
GOA,2001,55,0.01,23,58,0,metro,1.9
GOA,2001,55,0.01,17,8,0,metro,1.9
GOA,2001,55,0.01,22,5,0,walking,4.6
GOA,2001,55,0.01,18,84,0,cab,1.9
GOA,2001,55,0.01,0,21,0,metro,2.3
GOA,2001,55,0.01,19,46,0,metro,1.7
GOA,2001,55,0.01,23,17,0,walking,4.4
GOA,2001,55,0.01,0,18,1,metro,4.2
GOA,2001,55,0.01,11,87,0,cab,1.6
GOA,2001,55,0.01,19,100,0,walking,2.9
GOA,2001,55,0.01,19,60,1,walking,4.1
GOA,2001,55,0.01,21,46,1,walking,4.6
GOA,2001,55,0.01,1,24,0,cab,2.7
GOA,2001,55,0.01,1,12,0,cab,4.0
GOA,2001,55,0.01,2,32,0,metro,2.3
GOA,2001,55,0.01,4,72,1,cab,3.7
GOA,2001,55,0.01,11,86,1,walking,3.4
GOA,2001,55,0.01,0,32,0,cab,2.7
GOA,2001,55,0.01,17,88,0,walking,2.6
GOA,2001,55,0.01,22,66,1,cab,3.5
GOA,2001,55,0.01,16,44,1,cab,2.4
GOA,2001,55,0.01,17,81,1,cab,2.4
GOA,2001,55,0.01,16,96,1,metro,2.1
GOA,2001,55,0.01,0,40,0,walking,3.7
GOA,2001,55,0.01,15,23,1,cab,2.6
GOA,2001,55,0.01,16,10,0,cab,2.5
GOA,2001,55,0.01,19,44,0,metro,1.6
GOA,2001,55,0.01,19,83,0,walking,3.0
GOA,2001,55,0.01,4,31,1,walking,5.0
GOA,2001,55,0.01,22,62,0,cab,2.7
GOA,2001,55,0.01,23,87,1,metro,2.9
GOA,2001,55,0.01,23,31,0,walking,3.7
GOA,2001,55,0.01,15,64,1,metro,2.0
GOA,2001,55,0.01,5,9,0,walking,3.2
GOA,2001,55,0.01,19,33,0,cab,1.8
GOA,2001,55,0.01,4,70,1,walking,4.8
GOA,2001,55,0.01,22,77,1,cab,3.7
GOA,2001,55,0.01,17,90,1,metro,1.9
GOA,2001,55,0.01,16,26,0,cab,1.6
GOA,2001,55,0.01,1,44,1,metro,3.4
GOA,2001,55,0.01,19,15,0,cab,2.9
GOA,2001,55,0.01,16,83,1,walking,3.6
GOA,2001,55,0.01,15,20,0,walking,2.6
GOA,2001,55,0.01,22,67,0,metro,2.0
GOA,2001,55,0.01,18,10,1,walking,4.8
GOA,2001,55,0.01,2,45,0,cab,2.7
GOA,2001,55,0.01,22,38,1,walking,4.4
GOA,2001,55,0.01,23,39,0,walking,3.7
GOA,2001,55,0.01,18,21,0,cab,1.9
GOA,2001,55,0.01,18,99,0,walking,2.8
GOA,2001,55,0.01,13,77,0,walking,2.6
GOA,2001,55,0.01,0,20,1,walking,4.6
GOA,2001,55,0.01,18,98,1,cab,3.2
GOA,2001,55,0.01,17,13,1,walking,4.7
GOA,2001,55,0.01,16,66,1,metro,1.8
GOA,2001,55,0.01,15,17,0,cab,2.6
GOA,2001,55,0.01,18,92,0,cab,1.9
GOA,2001,55,0.01,16,85,1,walking,3.6
GOA,2001,55,0.01,1,63,0,cab,2.8
GOA,2001,55,0.01,2,24,1,cab,3.9
GOA,2001,55,0.01,18,47,1,cab,3.2
GOA,2001,55,0.01,10,54,1,cab,2.5
GUJARAT,2001,5744,0.55,18,45,0,cab,2.5
GUJARAT,2001,5744,0.55,19,87,0,walking,3.5
GUJARAT,2001,5744,0.55,23,53,0,metro,2.5
GUJARAT,2001,5744,0.55,14,26,1,cab,3.2
GUJARAT,2001,5744,0.55,2,5,0,cab,4.5
GUJARAT,2001,5744,0.55,0,89,0,walking,4.5
GUJARAT,2001,5744,0.55,19,24,1,walking,4.5
GUJARAT,2001,5744,0.55,6,93,1,metro,2.2
GUJARAT,2001,5744,0.55,13,58,1,metro,2.5
GUJARAT,2001,5744,0.55,1,66,0,cab,3.5
GUJARAT,2001,5744,0.55,18,69,0,cab,2.6
GUJARAT,2001,5744,0.55,19,87,1,metro,2.9
GUJARAT,2001,5744,0.55,12,81,1,cab,2.9
GUJARAT,2001,5744,0.55,14,93,1,walking,4.1
GUJARAT,2001,5744,0.55,21,24,0,metro,2.4
GUJARAT,2001,5744,0.55,19,52,1,metro,2.9
GUJARAT,2001,5744,0.55,10,17,0,walking,4.2
GUJARAT,2001,5744,0.55,23,63,0,metro,2.6
GUJARAT,2001,5744,0.55,14,65,0,cab,2.0
GUJARAT,2001,5744,0.55,20,59,0,cab,2.4
GUJARAT,2001,5744,0.55,15,100,1,metro,2.7
GUJARAT,2001,5744,0.55,13,70,0,walking,3.1
GUJARAT,2001,5744,0.55,17,86,0,cab,2.0
GUJARAT,2001,5744,0.55,12,25,0,walking,3.2
GUJARAT,2001,5744,0.55,5,89,1,cab,2.9
GUJARAT,2001,5744,0.55,22,7,0,cab,4.1
GUJARAT,2001,5744,0.55,19,50,1,cab,3.5
GUJARAT,2001,5744,0.55,16,17,0,metro,2.6
GUJARAT,2001,5744,0.55,19,100,1,metro,2.9
GUJARAT,2001,5744,0.55,19,88,1,walking,4.7
GUJARAT,2001,5744,0.55,18,52,0,cab,2.5
GUJARAT,2001,5744,0.55,9,55,0,walking,3.1
GUJARAT,2001,5744,0.55,19,45,0,metro,2.1
GUJARAT,2001,5744,0.55,14,74,1,walking,4.0
GUJARAT,2001,5744,0.55,0,57,0,walking,4.4
GUJARAT,2001,5744,0.55,15,56,0,metro,1.7
GUJARAT,2001,5744,0.55,12,21,0,walking,3.2
GUJARAT,2001,5744,0.55,20,21,0,walking,3.7
GUJARAT,2001,5744,0.55,0,79,1,metro,3.9
GUJARAT,2001,5744,0.55,11,34,1,metro,2.4
GUJARAT,2001,5744,0.55,20,32,1,walking,4.6
GUJARAT,2001,5744,0.55,18,9,0,walking,4.6
GUJARAT,2001,5744,0.55,17,76,0,walking,3.0
GUJARAT,2001,5744,0.55,21,35,0,metro,2.7
GUJARAT,2001,5744,0.55,16,23,1,metro,2.5
GUJARAT,2001,5744,0.55,11,69,1,walking,4.1
GUJARAT,2001,5744,0.55,21,13,1,cab,5.1
GUJARAT,2001,5744,0.55,22,26,1,cab,3.9
GUJARAT,2001,5744,0.55,7,15,1,cab,4.0
GUJARAT,2001,5744,0.55,18,32,1,walking,4.5
GUJARAT,2001,5744,0.55,22,75,0,metro,2.6
GUJARAT,2001,5744,0.55,15,31,1,metro,2.7
GUJARAT,2001,5744,0.55,14,6,0,cab,3.2
GUJARAT,2001,5744,0.55,4,81,0,metro,2.9
GUJARAT,2001,5744,0.55,23,63,1,walking,5.1
GUJARAT,2001,5744,0.55,19,15,1,cab,4.7
GUJARAT,2001,5744,0.55,15,49,1,cab,2.9
GUJARAT,2001,5744,0.55,19,55,1,metro,2.9
GUJARAT,2001,5744,0.55,19,71,1,metro,2.9
GUJARAT,2001,5744,0.55,12,90,1,cab,3.0
GUJARAT,2001,5744,0.55,2,81,1,cab,4.4
GUJARAT,2001,5744,0.55,18,21,0,walking,3.5
GUJARAT,2001,5744,0.55,21,73,0,cab,3.2
GUJARAT,2001,5744,0.55,0,45,0,cab,3.1
GUJARAT,2001,5744,0.55,2,71,0,metro,2.9
GUJARAT,2001,5744,0.55,19,34,0,cab,2.5
GUJARAT,2001,5744,0.55,4,37,1,metro,3.9
GUJARAT,2001,5744,0.55,23,13,0,metro,3.5
GUJARAT,2001,5744,0.55,21,15,1,metro,4.7
GUJARAT,2001,5744,0.55,20,76,0,metro,2.2
GUJARAT,2001,5744,0.55,11,37,0,cab,2.2
GUJARAT,2001,5744,0.55,0,29,1,cab,4.5
GUJARAT,2001,5744,0.55,1,48,0,metro,2.9
GUJARAT,2001,5744,0.55,19,32,0,walking,3.6
GUJARAT,2001,5744,0.55,12,41,1,cab,3.0
GUJARAT,2001,5744,0.55,18,82,0,walking,3.6
GUJARAT,2001,5744,0.55,18,32,1,walking,4.6
GUJARAT,2001,5744,0.55,8,79,1,cab,3.0
GUJARAT,2001,5744,0.55,20,6,0,walking,4.4
GUJARAT,2001,5744,0.55,20,63,0,walking,3.6
GUJARAT,2001,5744,0.55,1,6,0,cab,4.4
GUJARAT,2001,5744,0.55,2,64,0,cab,3.2
GUJARAT,2001,5744,0.55,19,89,0,metro,2.1
GUJARAT,2001,5744,0.55,0,8,1,walking,6.3
GUJARAT,2001,5744,0.55,2,61,1,cab,4.2
GUJARAT,2001,5744,0.55,21,71,0,walking,3.9
GUJARAT,2001,5744,0.55,13,20,1,metro,2.6
GUJARAT,2001,5744,0.55,0,63,1,cab,4.5
GUJARAT,2001,5744,0.55,0,12,1,walking,6.5
GUJARAT,2001,5744,0.55,20,65,1,cab,3.4
GUJARAT,2001,5744,0.55,9,76,1,cab,3.2
GUJARAT,2001,5744,0.55,14,20,0,cab,1.9
GUJARAT,2001,5744,0.55,2,65,1,metro,3.7
GUJARAT,2001,5744,0.55,5,33,0,metro,1.3
GUJARAT,2001,5744,0.55,8,74,0,metro,1.6
GUJARAT,2001,5744,0.55,14,24,0,metro,1.5
GUJARAT,2001,5744,0.55,9,63,1,cab,3.2
GUJARAT,2001,5744,0.55,14,97,0,walking,3.0
GUJARAT,2001,5744,0.55,8,34,1,walking,4.1
GUJARAT,2001,5744,0.55,12,19,0,metro,2.7
HARYANA,2001,3372,0.32,20,46,0,metro,1.8
HARYANA,2001,3372,0.32,12,73,1,walking,3.9
HARYANA,2001,3372,0.32,19,32,1,walking,4.1
HARYANA,2001,3372,0.32,22,6,0,walking,4.9
HARYANA,2001,3372,0.32,17,52,0,metro,1.3
HARYANA,2001,3372,0.32,0,22,0,metro,2.5
HARYANA,2001,3372,0.32,15,8,1,metro,3.2
HARYANA,2001,3372,0.32,2,91,1,metro,3.8
HARYANA,2001,3372,0.32,20,56,0,walking,3.5
HARYANA,2001,3372,0.32,14,47,1,walking,3.7
HARYANA,2001,3372,0.32,1,65,0,cab,3.0
HARYANA,2001,3372,0.32,23,58,0,walking,3.9
HARYANA,2001,3372,0.32,17,56,1,metro,2.5
HARYANA,2001,3372,0.32,0,24,0,walking,4.1
HARYANA,2001,3372,0.32,18,83,0,walking,3.2
HARYANA,2001,3372,0.32,21,46,1,cab,3.7
HARYANA,2001,3372,0.32,21,54,1,metro,3.5
HARYANA,2001,3372,0.32,0,70,0,walking,4.3
HARYANA,2001,3372,0.32,13,98,0,metro,1.4
HARYANA,2001,3372,0.32,13,5,1,metro,3.2
HARYANA,2001,3372,0.32,17,72,1,cab,2.9
HARYANA,2001,3372,0.32,17,57,0,cab,1.7
HARYANA,2001,3372,0.32,13,37,0,metro,1.2
HARYANA,2001,3372,0.32,0,84,0,walking,4.0
HARYANA,2001,3372,0.32,21,15,1,cab,4.8
HARYANA,2001,3372,0.32,12,17,1,metro,3.5
HARYANA,2001,3372,0.32,9,77,0,cab,1.7
HARYANA,2001,3372,0.32,18,65,0,walking,3.4
HARYANA,2001,3372,0.32,3,17,1,cab,5.0
HARYANA,2001,3372,0.32,18,19,1,metro,3.9
HARYANA,2001,3372,0.32,18,8,0,metro,2.7
HARYANA,2001,3372,0.32,12,8,0,metro,2.3
HARYANA,2001,3372,0.32,1,76,1,walking,5.2
HARYANA,2001,3372,0.32,14,51,1,metro,2.3
HARYANA,2001,3372,0.32,23,45,0,walking,3.8
HARYANA,2001,3372,0.32,22,48,1,cab,4.0
HARYANA,2001,3372,0.32,19,41,0,cab,2.2
HARYANA,2001,3372,0.32,11,31,0,metro,1.5
HARYANA,2001,3372,0.32,11,32,1,walking,3.7
HARYANA,2001,3372,0.32,18,58,1,metro,2.6
HARYANA,2001,3372,0.32,1,47,1,metro,3.8
HARYANA,2001,3372,0.32,23,97,0,cab,2.9
HARYANA,2001,3372,0.32,22,59,0,walking,4.0
HARYANA,2001,3372,0.32,0,68,0,cab,3.1
HARYANA,2001,3372,0.32,14,45,0,cab,1.8
HARYANA,2001,3372,0.32,13,10,0,metro,2.3
HARYANA,2001,3372,0.32,22,34,0,walking,3.8
HARYANA,2001,3372,0.32,19,98,1,metro,3.0
HARYANA,2001,3372,0.32,12,86,1,cab,3.0
HARYANA,2001,3372,0.32,1,36,0,metro,2.5
HARYANA,2001,3372,0.32,3,52,0,metro,2.7
HARYANA,2001,3372,0.32,21,52,0,metro,2.5
HARYANA,2001,3372,0.32,20,98,0,walking,3.4
HARYANA,2001,3372,0.32,17,24,0,cab,1.9
HARYANA,2001,3372,0.32,13,30,0,walking,2.7
HARYANA,2001,3372,0.32,0,91,0,cab,3.2
HARYANA,2001,3372,0.32,7,16,1,walking,4.7
HARYANA,2001,3372,0.32,19,43,0,metro,1.8
HARYANA,2001,3372,0.32,9,69,1,cab,3.0
HARYANA,2001,3372,0.32,1,41,0,walking,4.0
HARYANA,2001,3372,0.32,0,58,1,walking,5.2
HARYANA,2001,3372,0.32,19,17,0,walking,4.3
HARYANA,2001,3372,0.32,4,70,0,walking,4.1
HARYANA,2001,3372,0.32,17,6,0,walking,3.6
HARYANA,2001,3372,0.32,0,98,0,metro,2.4
HARYANA,2001,3372,0.32,15,40,1,cab,3.0
HARYANA,2001,3372,0.32,19,67,1,metro,3.0
HARYANA,2001,3372,0.32,0,30,1,walking,5.2
HARYANA,2001,3372,0.32,17,88,0,walking,2.8
HARYANA,2001,3372,0.32,19,87,1,cab,3.2
HARYANA,2001,3372,0.32,9,91,1,walking,3.7
HARYANA,2001,3372,0.32,0,52,0,walking,3.9
HARYANA,2001,3372,0.32,17,83,0,walking,2.6
HARYANA,2001,3372,0.32,11,61,1,metro,2.5
HARYANA,2001,3372,0.32,17,83,1,cab,2.8
HARYANA,2001,3372,0.32,19,50,1,metro,2.8
HARYANA,2001,3372,0.32,1,80,0,walking,4.1
HARYANA,2001,3372,0.32,16,71,0,cab,1.9
HARYANA,2001,3372,0.32,10,17,1,metro,3.4
HARYANA,2001,3372,0.32,17,34,0,cab,1.8
HARYANA,2001,3372,0.32,13,29,1,walking,3.8
HARYANA,2001,3372,0.32,5,19,0,cab,2.7
HARYANA,2001,3372,0.32,22,57,1,cab,4.0
HARYANA,2001,3372,0.32,5,17,1,metro,3.0
HARYANA,2001,3372,0.32,17,75,1,walking,3.8
HARYANA,2001,3372,0.32,22,25,1,cab,3.8
HARYANA,2001,3372,0.32,9,16,1,walking,4.8
HARYANA,2001,3372,0.32,23,14,0,walking,4.9
HARYANA,2001,3372,0.32,19,93,0,metro,1.8
HARYANA,2001,3372,0.32,19,35,1,cab,3.3
HARYANA,2001,3372,0.32,21,61,0,metro,2.3
HARYANA,2001,3372,0.32,15,18,1,metro,3.1
HARYANA,2001,3372,0.32,20,60,0,cab,2.1
HARYANA,2001,3372,0.32,21,43,1,walking,4.9
HARYANA,2001,3372,0.32,20,71,1,walking,4.2
HARYANA,2001,3372,0.32,15,12,1,walking,4.8
HARYANA,2001,3372,0.32,1,11,0,cab,4.1
HARYANA,2001,3372,0.32,12,59,0,walking,2.9
HARYANA,2001,3372,0.32,1,37,1,metro,3.8
HARYANA,2001,3372,0.32,15,67,0,metro,1.2
HIMACHAL PRADESH,2001,880,0.08,20,94,0,cab,2.2
HIMACHAL PRADESH,2001,880,0.08,18,65,1,cab,2.9
HIMACHAL PRADESH,2001,880,0.08,21,94,0,cab,2.6
HIMACHAL PRADESH,2001,880,0.08,0,100,1,cab,3.8
HIMACHAL PRADESH,2001,880,0.08,18,35,1,walking,4.1
HIMACHAL PRADESH,2001,880,0.08,4,59,1,cab,4.1
HIMACHAL PRADESH,2001,880,0.08,19,66,0,metro,1.7
HIMACHAL PRADESH,2001,880,0.08,18,66,1,metro,2.4
HIMACHAL PRADESH,2001,880,0.08,13,93,0,cab,1.7
HIMACHAL PRADESH,2001,880,0.08,12,29,0,cab,1.6
HIMACHAL PRADESH,2001,880,0.08,13,49,1,metro,2.1
HIMACHAL PRADESH,2001,880,0.08,20,47,1,cab,3.2
HIMACHAL PRADESH,2001,880,0.08,12,84,0,cab,1.6
HIMACHAL PRADESH,2001,880,0.08,18,92,0,cab,2.0
HIMACHAL PRADESH,2001,880,0.08,22,82,0,cab,2.5
HIMACHAL PRADESH,2001,880,0.08,1,100,0,walking,3.9
HIMACHAL PRADESH,2001,880,0.08,19,63,1,cab,2.9
HIMACHAL PRADESH,2001,880,0.08,0,15,0,cab,3.9
HIMACHAL PRADESH,2001,880,0.08,4,27,1,metro,3.3
HIMACHAL PRADESH,2001,880,0.08,3,31,1,cab,4.1
HIMACHAL PRADESH,2001,880,0.08,18,95,1,metro,2.5
HIMACHAL PRADESH,2001,880,0.08,16,56,0,metro,1.0
HIMACHAL PRADESH,2001,880,0.08,3,49,1,cab,3.9
HIMACHAL PRADESH,2001,880,0.08,19,32,1,cab,2.9
HIMACHAL PRADESH,2001,880,0.08,15,95,0,walking,2.6
HIMACHAL PRADESH,2001,880,0.08,18,20,1,metro,2.6
HIMACHAL PRADESH,2001,880,0.08,21,41,1,metro,3.0
HIMACHAL PRADESH,2001,880,0.08,15,50,1,walking,3.7
HIMACHAL PRADESH,2001,880,0.08,5,92,1,cab,2.2
HIMACHAL PRADESH,2001,880,0.08,20,11,0,metro,2.7
HIMACHAL PRADESH,2001,880,0.08,18,31,1,metro,2.7
HIMACHAL PRADESH,2001,880,0.08,15,7,0,cab,2.7
HIMACHAL PRADESH,2001,880,0.08,15,47,1,walking,3.6
HIMACHAL PRADESH,2001,880,0.08,11,95,1,walking,3.4
HIMACHAL PRADESH,2001,880,0.08,0,52,0,cab,3.0
HIMACHAL PRADESH,2001,880,0.08,2,5,0,walking,4.9
HIMACHAL PRADESH,2001,880,0.08,21,93,0,cab,2.4
HIMACHAL PRADESH,2001,880,0.08,16,58,0,metro,1.1
HIMACHAL PRADESH,2001,880,0.08,21,88,0,walking,3.4
HIMACHAL PRADESH,2001,880,0.08,19,51,1,cab,3.1
HIMACHAL PRADESH,2001,880,0.08,21,37,0,metro,1.9
HIMACHAL PRADESH,2001,880,0.08,13,65,0,walking,2.5
HIMACHAL PRADESH,2001,880,0.08,0,14,1,metro,4.5
HIMACHAL PRADESH,2001,880,0.08,11,45,1,metro,1.9
HIMACHAL PRADESH,2001,880,0.08,3,27,1,metro,3.4
HIMACHAL PRADESH,2001,880,0.08,20,17,0,cab,3.1
HIMACHAL PRADESH,2001,880,0.08,14,29,0,cab,1.4
HIMACHAL PRADESH,2001,880,0.08,14,36,0,cab,1.7
HIMACHAL PRADESH,2001,880,0.08,17,16,0,walking,3.4
HIMACHAL PRADESH,2001,880,0.08,18,86,0,metro,1.4
HIMACHAL PRADESH,2001,880,0.08,10,77,0,cab,1.5
HIMACHAL PRADESH,2001,880,0.08,19,55,0,metro,1.6
HIMACHAL PRADESH,2001,880,0.08,2,41,1,cab,4.0
HIMACHAL PRADESH,2001,880,0.08,12,34,0,metro,1.0
HIMACHAL PRADESH,2001,880,0.08,9,60,1,metro,2.2
HIMACHAL PRADESH,2001,880,0.08,2,73,0,walking,4.1
HIMACHAL PRADESH,2001,880,0.08,20,13,0,metro,2.7
HIMACHAL PRADESH,2001,880,0.08,15,5,0,walking,3.6
HIMACHAL PRADESH,2001,880,0.08,20,59,1,cab,3.0
HIMACHAL PRADESH,2001,880,0.08,11,50,0,metro,1.2
HIMACHAL PRADESH,2001,880,0.08,15,81,1,cab,2.5
HIMACHAL PRADESH,2001,880,0.08,0,86,1,walking,4.8
HIMACHAL PRADESH,2001,880,0.08,19,20,1,metro,2.7
HIMACHAL PRADESH,2001,880,0.08,1,80,0,cab,2.7
HIMACHAL PRADESH,2001,880,0.08,9,59,0,metro,1.1
HIMACHAL PRADESH,2001,880,0.08,15,16,0,walking,3.6
HIMACHAL PRADESH,2001,880,0.08,13,74,1,cab,2.7
HIMACHAL PRADESH,2001,880,0.08,23,80,1,cab,3.5
HIMACHAL PRADESH,2001,880,0.08,22,96,0,cab,2.7
HIMACHAL PRADESH,2001,880,0.08,22,58,0,cab,2.7
HIMACHAL PRADESH,2001,880,0.08,21,69,1,metro,3.1
HIMACHAL PRADESH,2001,880,0.08,21,78,0,cab,2.6
HIMACHAL PRADESH,2001,880,0.08,19,14,1,metro,3.7
HIMACHAL PRADESH,2001,880,0.08,20,98,1,walking,4.1
HIMACHAL PRADESH,2001,880,0.08,19,28,0,metro,1.5
HIMACHAL PRADESH,2001,880,0.08,17,82,1,walking,3.6
HIMACHAL PRADESH,2001,880,0.08,19,77,1,cab,3.0
HIMACHAL PRADESH,2001,880,0.08,19,21,1,cab,2.9
HIMACHAL PRADESH,2001,880,0.08,0,30,1,walking,4.7
HIMACHAL PRADESH,2001,880,0.08,16,36,0,cab,1.7
HIMACHAL PRADESH,2001,880,0.08,16,75,0,cab,1.7
HIMACHAL PRADESH,2001,880,0.08,17,85,0,walking,2.7
HIMACHAL PRADESH,2001,880,0.08,15,47,0,walking,2.7
HIMACHAL PRADESH,2001,880,0.08,20,42,0,metro,1.8
HIMACHAL PRADESH,2001,880,0.08,21,17,0,metro,2.9
HIMACHAL PRADESH,2001,880,0.08,17,69,0,metro,1.1
HIMACHAL PRADESH,2001,880,0.08,2,90,0,walking,3.7
HIMACHAL PRADESH,2001,880,0.08,13,32,1,cab,2.6
HIMACHAL PRADESH,2001,880,0.08,1,47,1,walking,4.9
